saccver	subject_gcf	organism_name	infraspecific_name	taxid	species_taxid
WP_002933949.1	GCF_001506245.1	Campylobacter jejuni	strain=CJ677CC536	197	197
WP_002933949.1	GCF_001506265.1	Campylobacter jejuni	strain=CJ677CC073	197	197
WP_002933949.1	GCF_001506285.1	Campylobacter jejuni	strain=CJ677CC521	197	197
WP_002933949.1	GCF_001506305.1	Campylobacter jejuni	strain=CJ677CC526	197	197
WP_002933949.1	GCF_001506345.1	Campylobacter jejuni	strain=CJ677CC036	197	197
WP_002933949.1	GCF_001506365.1	Campylobacter jejuni	strain=CJ677CC524	197	197
WP_002933949.1	GCF_001506385.1	Campylobacter jejuni	strain=CJ677CC016	197	197
WP_002933949.1	GCF_001506405.1	Campylobacter jejuni	strain=CJ677CC041	197	197
WP_002933949.1	GCF_001506425.1	Campylobacter jejuni	strain=CJ677CC535	197	197
WP_002933949.1	GCF_001506445.1	Campylobacter jejuni	strain=CJ677CC092	197	197
WP_002933949.1	GCF_001506465.1	Campylobacter jejuni	strain=CJ677CC530	197	197
WP_002933949.1	GCF_001506485.1	Campylobacter jejuni	strain=CJ677CC532	197	197
WP_002933949.1	GCF_001506505.1	Campylobacter jejuni	strain=CJ677CC529	197	197
WP_002933949.1	GCF_001506525.1	Campylobacter jejuni	strain=CJ677CC531	197	197
WP_002933949.1	GCF_001506545.1	Campylobacter jejuni	strain=CJ677CC062	197	197
WP_002933949.1	GCF_001506565.1	Campylobacter jejuni	strain=CJ677CC059	197	197
WP_002933949.1	GCF_001506585.1	Campylobacter jejuni	strain=CJ677CC032	197	197
WP_002933949.1	GCF_001506605.1	Campylobacter jejuni	strain=CJ677CC033	197	197
WP_002933949.1	GCF_001506625.1	Campylobacter jejuni	strain=CJ677CC537	197	197
WP_002933949.1	GCF_001506645.1	Campylobacter jejuni	strain=CJ677CC542	197	197
WP_002933949.1	GCF_001506665.1	Campylobacter jejuni	strain=CJ677CC528	197	197
WP_002933949.1	GCF_001506685.1	Campylobacter jejuni	strain=CJ677CC538	197	197
WP_002933949.1	GCF_001506705.1	Campylobacter jejuni	strain=CJ677CC520	197	197
WP_002933949.1	GCF_001506725.1	Campylobacter jejuni	strain=CJ677CC014	197	197
WP_002933949.1	GCF_001506745.1	Campylobacter jejuni	strain=CJ677CC039	197	197
WP_002933949.1	GCF_001506765.1	Campylobacter jejuni	strain=CJ677CC085	197	197
WP_002933949.1	GCF_001506785.1	Campylobacter jejuni	strain=CJ677CC052	197	197
WP_002933949.1	GCF_001506805.1	Campylobacter jejuni	strain=CJ677CC527	197	197
WP_059111098.1	GCF_001506825.1	Campylobacter jejuni	strain=CJ677CC078	197	197
WP_002933949.1	GCF_001506845.1	Campylobacter jejuni	strain=CJ677CC523	197	197
WP_002933949.1	GCF_001506865.1	Campylobacter jejuni	strain=CJ677CC540	197	197
WP_002933949.1	GCF_001506885.1	Campylobacter jejuni	strain=CJ677CC040	197	197
WP_002933949.1	GCF_001506905.1	Campylobacter jejuni	strain=CJ677CC061	197	197
WP_002933949.1	GCF_001506925.1	Campylobacter jejuni	strain=CJ677CC539	197	197
WP_002933949.1	GCF_001506945.1	Campylobacter jejuni	strain=CJ677CC533	197	197
WP_002933949.1	GCF_001506965.1	Campylobacter jejuni	strain=CJ677CC047	197	197
WP_002933949.1	GCF_001506985.1	Campylobacter jejuni	strain=CJ677CC058	197	197
WP_002933949.1	GCF_001507005.1	Campylobacter jejuni	strain=CJ677CC013	197	197
WP_002933949.1	GCF_001507025.1	Campylobacter jejuni	strain=CJ677CC100	197	197
WP_002933949.1	GCF_001507045.1	Campylobacter jejuni	strain=CJ677CC522	197	197
WP_002933949.1	GCF_001507065.1	Campylobacter jejuni	strain=CJ677CC094	197	197
WP_002933949.1	GCF_001507085.1	Campylobacter jejuni	strain=CJ677CC008	197	197
WP_059118808.1	GCF_001507105.1	Campylobacter jejuni	strain=CJ677CC541	197	197
WP_002933949.1	GCF_001507125.1	Campylobacter jejuni	strain=CJ677CC024	197	197
WP_002933949.1	GCF_001507145.1	Campylobacter jejuni	strain=CJ677CC064	197	197
WP_002933949.1	GCF_001507165.1	Campylobacter jejuni	strain=CJ677CC525	197	197
WP_002933949.1	GCF_001507185.1	Campylobacter jejuni	strain=CJ677CC026	197	197
WP_002933949.1	GCF_001507205.1	Campylobacter jejuni	strain=CJ677CC034	197	197
WP_002933949.1	GCF_001507225.1	Campylobacter jejuni	strain=CJ677CC086	197	197
WP_002933949.1	GCF_001507245.1	Campylobacter jejuni	strain=CJ677CC095	197	197
WP_002933949.1	GCF_001507265.1	Campylobacter jejuni	strain=CJ677CC012	197	197
WP_067177413.1	GCF_001548035.1	Sulfurospirillum sp. UCH001	strain=UCH001	1581011	1581011
WP_061099751.1	GCF_001563565.1	Campylobacter jejuni	strain=RM3194	197	197
WP_002858651.1	GCF_001587015.1	Campylobacter jejuni	strain=OD267	197	197
WP_002858651.1	GCF_001587035.1	Campylobacter jejuni	strain=WP2202	197	197
WP_002778326.1	GCF_001639125.1	Campylobacter coli	strain=YH501	195	195
WP_059432131.1	GCF_001643955.1	Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260	strain=LMG 9260	1031746	198
WP_063998589.1	GCF_001643975.1	Campylobacter hyointestinalis subsp. lawsonii	strain=LMG 15993	91353	198
WP_064000033.1	GCF_001643995.1	Campylobacter iguaniorum	strain=RM11343	1244531	1244531
WP_011732166.1	GCF_001686885.1	Campylobacter fetus subsp. venerealis	strain=01/165	32020	196
WP_002854338.1	GCF_001686905.1	Campylobacter jejuni subsp. jejuni	strain=RM1285	32022	197
WP_066777983.1	GCF_001687475.2	Campylobacter hepaticus	strain=HV10	1813019	1813019
WP_002778326.1	GCF_001717605.1	Campylobacter coli	strain=14983A	195	195
WP_052782159.1	GCF_001717625.1	Campylobacter jejuni subsp. jejuni	strain=14980A	32022	197
WP_002858651.1	GCF_001721945.1	Campylobacter jejuni subsp. jejuni	strain=MTVDSCj07	32022	197
WP_002858651.1	GCF_001721965.1	Campylobacter jejuni subsp. jejuni	strain=MTVDSCj13	32022	197
WP_069360499.1	GCF_001721985.1	Campylobacter jejuni subsp. jejuni	strain=MTVDSCj16	32022	197
WP_069478576.1	GCF_001723605.1	Sulfurospirillum halorespirans DSM 13726	strain=DSM 13726; PCE-M2	1193502	194424
WP_002911422.1	GCF_001767215.1	Campylobacter jejuni subsp. jejuni str. RM3420	strain=RM3420	1340842	197
WP_002874461.1	GCF_001865395.1	Campylobacter jejuni	strain=FJ3124	197	197
WP_002858651.1	GCF_001865415.1	Campylobacter jejuni	strain=TS1218	197	197
WP_002887240.1	GCF_001865435.1	Campylobacter jejuni	strain=IF1100	197	197
WP_002778326.1	GCF_001865455.1	Campylobacter coli	strain=YF2105	195	195
WP_002778326.1	GCF_001865475.1	Campylobacter coli	strain=MG1116	195	195
WP_002803224.1	GCF_001865495.1	Campylobacter coli	strain=BP3183	195	195
WP_002778326.1	GCF_001865515.1	Campylobacter coli	strain=WA333	195	195
WP_002812305.1	GCF_001865535.1	Campylobacter coli	strain=ZV1224	195	195
WP_002778326.1	GCF_001865555.1	Campylobacter coli	strain=BG2108	195	195
WP_002912609.1	GCF_001865595.1	Campylobacter jejuni subsp. jejuni M129	strain=M129	1349827	197
WP_002858651.1	GCF_001865615.1	Campylobacter jejuni subsp. jejuni D42a	strain=D42a	1349826	197
WP_002873349.1	GCF_001870085.1	Campylobacter jejuni	strain=YQ2210	197	197
WP_002873349.1	GCF_001870105.1	Campylobacter jejuni	strain=ZP3204	197	197
WP_002778326.1	GCF_001936355.1	Campylobacter coli	strain=YH502	195	195
WP_052834726.1	GCF_001951235.1	Campylobacter jejuni	strain=HF5-4A-4	197	197
WP_002877519.1	GCF_001951255.1	Campylobacter jejuni	strain=HF5-5-1	197	197
WP_002877519.1	GCF_001951275.1	Campylobacter jejuni	strain=HF5-7-1	197	197
WP_002858651.1	GCF_001951295.1	Campylobacter jejuni	strain=NS4-1-1	197	197
WP_002858651.1	GCF_001951315.1	Campylobacter jejuni	strain=NS4-5-1	197	197
WP_002858651.1	GCF_001951335.1	Campylobacter jejuni	strain=NS4-9-1	197	197
WP_002778326.1	GCF_002024185.1	Campylobacter coli	strain=aerotolerant OR12	195	195
WP_044305813.1	GCF_002024325.1	Campylobacter jejuni	strain=NCTC12662	197	197
WP_044305813.1	GCF_002028305.1	Campylobacter jejuni subsp. jejuni	strain=ATCC 35925	32022	197
WP_082200508.1	GCF_002080395.1	Campylobacter helveticus	strain=ATCC 51209	28898	28898
WP_002858651.1	GCF_002101355.1	Campylobacter jejuni	strain=YH002	197	197
WP_027305913.1	GCF_002104335.1	Campylobacter cuniculorum DSM 23162 = LMG 24588	strain=LMG 24588	1121267	374106
WP_086296933.1	GCF_002139855.1	Campylobacter sp. RM6137	strain=RM6137	1660073	1660073
WP_086302496.1	GCF_002139875.1	Campylobacter sp. RM12175	strain=RM12175	1660076	1660076
WP_086333440.1	GCF_002139895.1	Campylobacter sp. RM8964	strain=RM8964	1660074	1660074
WP_086302700.1	GCF_002139915.1	Campylobacter sp. NCTC 13003	strain=NCTC 13003	1660064	1660064
WP_100591041.1	GCF_002139935.1	Campylobacter lanienae NCTC 13004	strain=NCTC 13004	1031753	75658
WP_002882721.1	GCF_002209005.1	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_262	32022	197
WP_002858651.1	GCF_002209025.1	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_263	32022	197
WP_002858651.1	GCF_002209045.1	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_265	32022	197
WP_002877519.1	GCF_002209065.1	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_266	32022	197
WP_002854338.1	GCF_002214785.1	Campylobacter jejuni	strain=FORC_046	197	197
WP_002858651.1	GCF_002224325.1	Campylobacter jejuni	strain=11168H/lacY	197	197
WP_002854338.1	GCF_002224385.1	Campylobacter jejuni	strain=81-176_G1_B0	197	197
WP_002877519.1	GCF_002234455.1	Campylobacter jejuni	strain=RM1246-ERRC	197	197
WP_094324632.1	GCF_002238335.1	Campylobacter avium LMG 24591	strain=LMG 24591	522484	522485
WP_002854338.1	GCF_002238355.1	Campylobacter jejuni	strain=81-176_G1_B7	197	197
WP_002858651.1	GCF_002238375.1	Campylobacter jejuni	strain=11168H/araE	197	197
WP_096047210.1	GCF_002309535.1	Sulfurospirillum sp. JPD-1	strain=JPD-1	220622	220622
WP_052794413.1	GCF_002407125.1	Campylobacter jejuni	strain=CFSAN032806	197	197
WP_002803224.1	GCF_002407145.1	Campylobacter coli	strain=CFSAN032805	195	195
WP_002858651.1	GCF_002587105.1	Campylobacter jejuni	strain=FDAARGOS_422	197	197
WP_098926233.1	GCF_002587225.1	Campylobacter jejuni	strain=FDAARGOS_421	197	197
WP_002778326.1	GCF_002843985.1	Campylobacter coli	strain=YH503	195	195
WP_023385669.1	GCF_002973655.1	Campylobacter fetus subsp. testudinum	strain=772	1507806	196
WP_011990609.1	GCF_002983725.1	Campylobacter jejuni subsp. doylei	strain=FDAARGOS_295	32021	197
WP_002908786.1	GCF_003030185.1	Campylobacter jejuni	strain=CFSAN054107	197	197
WP_002778326.1	GCF_003030205.1	Campylobacter coli	strain=CFSAN054106	195	195
WP_002858651.1	GCF_003060725.1	Campylobacter jejuni	strain=12567	197	197
WP_002858651.1	GCF_003060745.1	Campylobacter jejuni	strain=NCTC 12660	197	197
WP_044305813.1	GCF_003060765.1	Campylobacter jejuni	strain=NCTC 12661	197	197
WP_002858651.1	GCF_003060785.1	Campylobacter jejuni	strain=NCTC 12664	197	197
WP_002877519.1	GCF_003368045.1	Campylobacter jejuni	strain=CJ067CC45	197	197
WP_002877519.1	GCF_003368065.1	Campylobacter jejuni	strain=CJ515CC45	197	197
WP_002877519.1	GCF_003368085.1	Campylobacter jejuni	strain=CJ031CC45	197	197
WP_052949549.1	GCF_003368105.1	Campylobacter jejuni	strain=CJ017CCUA	197	197
WP_002877519.1	GCF_003368125.1	Campylobacter jejuni	strain=CJ513CC45	197	197
WP_002874461.1	GCF_003368145.1	Campylobacter jejuni	strain=CJ088CC52	197	197
WP_038816915.1	GCF_003368165.1	Campylobacter jejuni	strain=CJ074CC443	197	197
WP_002873349.1	GCF_003368185.1	Campylobacter jejuni	strain=CJ071CC464	197	197
WP_115794379.1	GCF_003368205.1	Campylobacter jejuni	strain=CJ090CC1332	197	197
WP_052786759.1	GCF_003368225.1	Campylobacter jejuni	strain=CJ018CCUA	197	197
WP_002922503.1	GCF_003368245.1	Campylobacter jejuni	strain=CJ066CC508	197	197
WP_002869752.1	GCF_003574945.1	Campylobacter jejuni subsp. jejuni	strain=HPC5	32022	197
WP_052783227.1	GCF_003950275.1	Campylobacter jejuni subsp. jejuni	strain=CLB104	32022	197
WP_052794413.1	GCF_003971585.1	Campylobacter jejuni subsp. jejuni	strain=huA17	32022	197
WP_002882721.1	GCF_003999645.1	Campylobacter jejuni subsp. jejuni	strain=ATCC 33560	32022	197
WP_002778326.1	GCF_004307315.1	Campylobacter coli	strain=RM2228	195	195
WP_060810220.1	GCF_004328905.1	Campylobacter jejuni	strain=FORC_083	197	197
WP_039665270.1	GCF_004345045.1	Campylobacter volucris	strain=2014D-0083	1031542	1031542
WP_136696131.1	GCF_004924295.1	Campylobacter jejuni	strain=BC	197	197
WP_002778326.1	GCF_005517455.1	Campylobacter coli	strain=S9	195	195
WP_059430729.1	GCF_005844045.1	Campylobacter hyointestinalis subsp. hyointestinalis	strain=S12	91352	198
WP_134860383.1	GCF_900474415.1	Campylobacter jejuni subsp. doylei	strain=NCTC11925	32021	197
WP_002858651.1	GCF_900475265.1	Campylobacter jejuni subsp. jejuni	strain=NCTC11168	32022	197
WP_111738224.1	GCF_900475935.1	Campylobacter fetus subsp. fetus	strain=NCTC10842	32019	196
WP_027303827.1	GCF_900637395.1	Campylobacter upsaliensis	strain=NCTC11541	28080	28080
WP_039649485.1	GCF_900637885.1	Campylobacter insulaenigrae	strain=NCTC12927	260714	260714
WP_070264878.1	GCF_900638165.1	Campylobacter jejuni	strain=NCTC13268	197	197
WP_002854338.1	GCF_900638175.1	Campylobacter jejuni	strain=NCTC13266	197	197
WP_070279710.1	GCF_900638185.1	Campylobacter jejuni	strain=NCTC13265	197	197
WP_002872449.1	GCF_900638195.1	Campylobacter jejuni	strain=NCTC13261	197	197
WP_002854338.1	GCF_900638205.1	Campylobacter jejuni	strain=NCTC13255	197	197
WP_002877519.1	GCF_900638225.1	Campylobacter jejuni	strain=NCTC13257	197	197
WP_002858651.1	GCF_900638235.1	Campylobacter jejuni subsp. jejuni	strain=NCTC12109	32022	197
WP_002877519.1	GCF_900638285.1	Campylobacter jejuni	strain=NCTC12851	197	197
WP_126340756.1	GCF_900638335.1	Campylobacter lari	strain=NCTC11937	201	201
WP_002858651.1	GCF_900638365.1	Campylobacter jejuni subsp. jejuni	strain=NCTC10983	32022	197
WP_126418757.1	GCF_900638675.1	Campylobacter insulaenigrae	strain=NCTC12928	260714	260714
WP_122861986.1	GCF_900699785.1	Campylobacter showae		204	204
WP_066350375.1	GCF_003544835.1	Arcobacter skirrowii CCUG 10374	strain=CCUG 10374	1032239	28200
WP_052294542.1	GCF_000092245.1	Arcobacter nitrofigilis DSM 7299	strain=DSM 7299	572480	28199
WP_125296905.1	GCF_003939045.1	Arcobacter skirrowii	strain=A2S6	28200	28200
WP_130234032.1	GCF_004214795.1	Arcobacter pacificus	strain=LMG 26638	1080223	1080223
WP_122894079.1	GCF_003711085.1	Arcobacter sp. PSE-93	strain=PSE-93	2320140	2320140
WP_066169879.1	GCF_004299785.1	[Arcobacter] porcinus	strain=CCUG 56899	1935204	1935204
WP_076088126.1	GCF_001956695.1	Arcobacter sp. LPB0137	strain=LPB0137	1850254	1850254
WP_066389972.1	GCF_004214815.1	Arcobacter thereius LMG 24486	strain=LMG 24486	1032240	544718
WP_115429479.1	GCF_003355515.1	Arcobacter trophiarum LMG 25534	strain=LMG 25534	1032241	708186
WP_118918660.1	GCF_003544915.1	Arcobacter ellisii	strain=LMG 26155	913109	913109
WP_105917838.1	GCF_003660105.1	Arcobacter cryaerophilus ATCC 43158	strain=ATCC 43158	1032070	28198
WP_012147861.1	GCF_900187115.1	Arcobacter butzleri	strain=NCTC 12481	28197	28197
WP_012147861.1	GCF_000014025.1	Arcobacter butzleri RM4018	strain=RM4018	367737	28197
WP_049794786.1	GCF_000284355.1	Arcobacter butzleri ED-1	strain=ED-1	944546	28197
WP_120985834.1	GCF_003660085.1	Arcobacter cryaerophilus D2610	strain=D2610	1032071	28198
AGR78143.1	GCA_000215345.3	Arcobacter butzleri 7h1h	strain=7h1h	1036172	28197
WP_020848434.1	GCF_000215345.2	Arcobacter butzleri 7h1h	strain=7h1h	1036172	28197
WP_134815819.1	GCF_005886055.1	Arcobacter butzleri JV22	strain=JV22	888827	28197
WP_101185807.1	GCF_003346755.1	Arcobacter halophilus	strain=CCUG 53805	197482	197482
WP_099342139.1	GCF_003544935.1	Arcobacter molluscorum LMG 25693	strain=CECT 7696	870501	1032072
WP_014475094.1	GCF_000284235.1	Arcobacter sp. L	strain=L	944547	944547
WP_099310489.1	GCF_003544855.1	Arcobacter marinus	strain=JCM 15502	505249	505249
WP_118887182.1	GCF_003544815.1	Arcobacter suis CECT 7833	strain=CECT 7833	663365	1278212
WP_114843194.1	GCF_003346775.1	Arcobacter mytili LMG 24559	strain=LMG 24559	1032238	603050
WP_114838357.1	GCF_003346815.1	Arcobacter bivalviorum	strain=LMG 26154	663364	663364
